Key,Description,MSRP,Wholesale,Cost
CS30x20-B-N,Custom Pan Burner. Black Painted Steel with Strap Legs.  Match Lighted/Control Ready.  Natural G...,519.00,259.50,267.29
CS30x22-B-N,Custom Pan Burner. Black Painted Steel with Strap Legs.  Match Lighted/Control Ready.  Natural G...,562.00,281.00,289.43
CS30x24-B-N,Custom Pan Burner. Black Painted Steel with Strap Legs.  Match Lighted/Control Ready.  Natural G...,605.00,302.50,311.58
CS33W-B-N,"Custom Pan Burner for 30"" sets; Black Painted Steel with Strap Legs.  Match Lighted/Control Read...",364.00,182.00,187.46
CS33W-B-P,"Custom Pan Burner for 30"" sets; Black Painted Steel with Strap Legs.  Control Ready.  Propane.  ...",364.00,182.00,187.46
CS33W-B-RMC1E-N,"Custom Pan Burner for 30"" sets; Black Painted Steel with Strap Legs.  With installed RMC1E Varia...",935.00,467.50,481.53
CS33W-B-RMC1E-P,"Custom Pan Burner for 30"" sets; Black Painted Steel with Strap Legs.  With installed RMC1E Varia...",935.00,467.50,481.53
CS33W-B-RPK1-N,"Custom Pan Burner for 33"" sets; Black Painted Steel with Strap Legs.  With installed RPK1 Remote...",878.00,439.00,452.17
CS33W-B-RPK1-P,"Custom Pan Burner for 33"" sets; Black Painted Steel with Strap Legs.  With installed RPK1 Remote...",878.00,439.00,452.17
CS33W-B-RPK3E-N,"Custom Pan Burner for 30"" sets; Black Painted Steel with Strap Legs.  With installed RPK3E Remot...",742.00,371.00,382.13
CS33W-B-RPK3E-P,"Custom Pan Burner for 30"" sets; Black Painted Steel with Strap Legs.  With installed RPK3E Remot...",742.00,371.00,382.13
CS33W-B-SPK1-N,"Custom Pan Burner for 30"" and 33"" sets; Black Painted Steel with Strap Legs and installed SPK1 M...",560.00,280.00,288.40
CS33W-B-SPK3E-N,"Custom Pan Burner for 30"" sets; Black Painted Steel with Strap Legs and Manual Safety Pilot ""EAS...",560.00,280.00,288.40
CS33W-B-SPK3E-P,"Custom Pan Burner for 30"" sets; Black Painted Steel with Strap Legs and Manual Safety Pilot ""EAS...",560.00,280.00,288.40
CS36-B-N,"Custom Pan Burner for 36"" sets; Black Painted Steel with Strap Legs.  Match Lighted/Control Read...",391.00,195.50,201.37
CS36-B-P,"Custom Pan Burner for 36"" sets; Black Painted Steel with Strap Legs.  Control Ready.  Propane.  ...",391.00,195.50,201.37
CS36-B-RPK1-N,"Custom Pan Burner for 36"" sets; Black Painted Steel with Strap Legs.  With installed RPK1 Remote...",905.00,452.50,466.08
CS36-B-RPK1-P,"Custom Pan Burner for 36"" sets; Black Painted Steel with Strap Legs.  With installed RPK1 Remote...",905.00,452.50,466.08
CS36-B-SPK1-N,"Custom Pan Burner for 36"" sets; Black Painted Steel with Strap Legs.  With installed SPK1 Manual...",620.00,310.00,319.30
CS36-B-SPK1-P,"Custom Pan Burner for 36"" sets; Black Painted Steel with Strap Legs.  With installed SPK1 Manual...",620.00,310.00,319.30
CS36-BR-VMV-N,"Custom Pan Burner for 36"" sets; Black Painted Steel. Remote Ready/Switch Millivolt Standing Pilo...",1541.00,770.50,793.62
CS36-BR-VMV-P,"Custom Pan Burner for 36"" sets; Black Painted Steel. Remote Ready/Switch Millivolt Standing Pilo...",1541.00,770.50,793.62
CS36X10-B-N,"*SPECIAL ORDER - Please allow up to 2 weeks to make* - Custom Pan Burner for 36"" sets; Black Pai...",498.00,249.00,256.47
CS36X12-B-N,"*SPECIAL ORDER - Please allow up to 2 weeks to make* - Custom Pan Burner for 36"" sets; Black Pai...",498.00,249.00,256.47
CS36X12-B-RMC1E-N,"*SPECIAL ORDER - Please allow up to 2 weeks to make* - Custom Pan Burner 36"" wide x 12"" deep pan...",1070.00,535.00,551.05
CS36X20D-B-N,"Extra Deep Custom Pan Burner for 36"" sets; Black Painted Steel with Strap Legs.  Match Lighted/C...",749.00,374.50,385.74
CS36X20D-BR-VMV-N,"Extra Deep Custom Pan Burner for 36"" sets; Black Painted Steel. Remote Ready/Switch Millivolt St...",1921.00,960.50,989.32
CS42-B-N,"Custom Pan Burner for 42"" sets; Black Painted Steel with Strap Legs.  Match Lighted/Control Read...",461.00,230.50,237.42
CS42-B-P,"Custom Pan Burner for 42"" sets; Black Painted Steel with Strap Legs.  Control Ready.  Propane.  ...",461.00,230.50,237.42
CS42-B-RPK1-N,"Custom Pan Burner for 42"" sets; Black Painted Steel with Strap Legs.  With installed RPK1 Remote...",974.00,487.00,501.61
CS42-B-RPK1-P,"Custom Pan Burner for 42"" sets; Black Painted Steel with Strap Legs.  With installed RPK1 Remote...",974.00,487.00,501.61
CS42X12-B-N,"*SPECIAL ORDER - Please allow up to 2 weeks to make* - Custom Pan Burner for 42"" sets; Black Pai...",568.00,284.00,292.52
CS42X18-B-N,"*SPECIAL ORDER - Please allow up to 2 weeks to make* - Custom Pan Burner for 42"" sets; Black Pai...",642.00,321.00,330.63
CS42X8-B-N,"*SPECIAL ORDER - Please allow up to 2 weeks to make* - Custom Pan Burner 42"" wide x 8"" deep pan ...",589.00,294.50,303.34
CS48-B-N,"Custom Pan Burner for 48"" sets; Black Painted Steel with Strap Legs.  Match Lighted/Control Read...",535.00,267.50,275.53
CS48-B-P,"Custom Pan Burner for 48"" sets; Black Painted Steel with Strap Legs.  Control Ready.  Propane.  ...",535.00,267.50,275.53
CS48-B-RPK1-N,"Custom Pan Burner for 48"" sets; Black Painted Steel with Strap Legs.  With installed RPK1 Remote...",1049.00,524.50,540.24
CS48-B-RPK1-P,"Custom Pan Burner for 48"" sets; Black Painted Steel with Strap Legs.  With installed RPK1 Remote...",1049.00,524.50,540.24
CS48X12-B-N,"*SPECIAL ORDER - Please allow up to 2 weeks to make* - Custom Pan Burner for 48"" sets; Black Pai...",535.00,267.50,275.53
CS48X12-B-P,"*SPECIAL ORDER - Please allow up to 2 weeks to make* - Custom Pan Burner for 48"" sets; Black Pai...",535.00,267.50,275.53
CS54-B-N,"Custom Pan Burner for 54"" sets; Black Painted Steel with Strap Legs.  Match Lighted/Control Read...",621.00,310.50,319.82
CS54-B-P,"Custom Pan Burner for 54"" sets; Black Painted Steel with Strap Legs.  Control Ready.  Propane.  ...",621.00,310.50,319.82
CS54-B-RPK1HC-N,"Custom Pan Burner for 54"" sets; Black Painted Steel with Strap Legs.  With installed RPK1HC Remo...",1327.00,663.50,683.41
CS54-B-RPK1HC-P,"Custom Pan Burner for 54"" sets; Black Painted Steel with Strap Legs.  With installed RPK1HC Remo...",1327.00,663.50,683.41
CS54X12-B-N,"*SPECIAL ORDER - Please allow up to 2 weeks to make* - Custom Pan Burner for 54"" sets; Black Pai...",621.00,310.50,319.82
CS60-B-N,"Custom Pan Burner for 60"" sets; Black Painted Steel with Strap Legs.  Match Lighted/Control Read...",680.00,340.00,350.20
CS60-B-P,"Custom Pan Burner for 60"" sets; Black Painted Steel with Strap Legs.  Control Ready.  Propane.  ...",680.00,340.00,350.20
CS60-B-RPK1HC-N,"Custom Pan Burner for 60"" sets; Black Painted Steel with Strap Legs.  With installed RPK1HC Remo...",1386.00,693.00,713.79
CS60-B-RPK1HC-P,"Custom Pan Burner for 60"" sets; Black Painted Steel with Strap Legs.  With installed RPK1HC Remo...",1386.00,693.00,713.79
CS60X12-B-N,"Custom Pan Burner for 60"" sets; Black Painted Steel with Strap Legs.  Match Lighted/Control Read...",669.00,334.50,344.54
CS72-B-N,*SPECIAL ORDER - Please allow 10-14 business days to manufacture*  Custom Pan Burner.  Black Pai...,803.00,401.50,413.55
CS72X12-B-RPK1HC-P,"*SPECIAL ORDER - Please allow 10-14 business days to manufacture*  Custom Pan Burner. 72"" wide x...",1880.00,940.00,968.20
CS72X12-BR-VMV-P,"*SPECIAL ORDER - Please allow 10-14 business days to manufacture* ..Custom Pan Burner 72"" wide x...",2301.00,1150.50,1185.02
CS76X12-B-N,*SPECIAL ORDER - Please allow 7 to 10 business days to manufacture*  Custom Pan Burner.  Black P...,803.00,401.50,413.55
CS80-B-RPK1HC-P,*SPECIAL ORDER - Please allow 10-14 business days to manufacture*  Custom Pan Burner.  Black Pai...,1880.00,940.00,968.20
CSRF30-BR-VEI-N,"Tapered Custom Pan Burner for Rumford 30"" fireplaces (30"" front, 13.5"" rear, 12"" deep); 21.5"" fr...",1440.00,720.00,741.60
CSRF30-BR-VEI-P,"Tapered Custom Pan Burner for Rumford 30"" fireplaces (30"" front, 13.5"" rear, 12"" deep); 21.5"" fr...",1440.00,720.00,741.60
CSRF30-SR-VEI-N,"Tapered Custom Pan Burner for Rumford 30"" fireplaces (30"" front, 13.5"" rear, 13"" deep); 21.5"" fr...",1985.00,992.50,1022.28
CSRF36-BR-VEI-N,"Tapered Custom Pan Burner for Rumford 36"" fireplaces (36"" front, 14"" rear, 14"" deep); 27.5"" fron...",1472.00,736.00,758.08
CSRF36-BR-VEI-P,"Tapered Custom Pan Burner for Rumford 36"" fireplaces (36"" front, 14"" rear, 14"" deep); 27.5"" fron...",1472.00,736.00,758.08
CSRF36-SR-VEI-N,"Tapered Custom Pan Burner for Rumford 36"" fireplaces (36"" front, 14"" rear, 14"" deep); 27.5"" fron...",2028.00,1014.00,1044.42
CSRF36-SR-VEI-P,"Tapered Custom Pan Burner for Rumford 36"" fireplaces (36"" front, 14"" rear, 14"" deep); 27.5"" fron...",2028.00,1014.00,1044.42
CSRF48D-B-N,"Tapered Custom Pan Burner for deep Rumford 48"" fireplaces (48"" front, 17"" to 18"" rear, 18+"" deep...",370.00,185.00,190.55
CSRF48D-B-SPK3E-N,"Tapered Custom Pan Burner for deep Rumford 48"" fireplaces (48"" front, 17"" to 18"" rear, 18+"" deep...",632.00,316.00,325.48
CSRF48D-BR-VEI-N,"Tapered Custom Pan Burner for deep Rumford 48"" fireplaces (48"" front, 17"" to 18"" rear, 18+"" deep...",2215.00,1107.50,1140.73
CSRF48D-BR-VMV-N,"Tapered Custom Pan Burner for deep Rumford 48"" fireplaces (48"" front, 17"" to 18"" rear, 18+"" deep...",1156.00,578.00,595.34
CSBoltKit,"Bolts, Nuts, Washers (4 each) for CS pan legs",11.00,5.50,5.67
CXF12-B-N,"Custom Embers Pan Burner kit for 12"" sets; Black Painted Steel.  Match Lighted/Control Ready.  N...",220.00,110.00,113.30
CXF12-B-P,"Custom Embers Pan Burner kit for 12"" sets; Black Painted Steel.  Control Ready.  Propane. 15"" Fr...",220.00,110.00,113.30
CXF12-B-RMC1E-N,"Custom Embers Pan Burner kit for 12"" sets; Black Painted Steel.  With installed RMC1E Variable F...",899.00,449.50,462.99
CXF12-B-RMC1E-P,"Custom Embers Pan Burner kit for 12"" sets; Black Painted Steel.  With installed RMC1E Variable F...",899.00,449.50,462.99
CXF12-B-RPK3-N,"Custom Embers Pan Burner kit for 12"" sets; Black Painted Steel.  With installed RPK3 Remote Read...",723.00,361.50,372.35
CXF12-B-RPK3-P,"Custom Embers Pan Burner kit for 12"" sets; Black Painted Steel.  With installed RPK3 Remote Read...",723.00,361.50,372.35
CXF12-B-RPK3E-N,"Custom Embers Pan Burner kit for 12"" sets; Black Painted Steel.  With installed RPK3E Remote Rea...",685.00,342.50,352.78
CXF12-B-RPK3E-P,"Custom Embers Pan Burner kit for 12"".. sets; Black Painted Steel.  With installed RPK3E Remote R...",685.00,342.50,352.78
CXF12-B-SPK3E-N,"Custom Embers Pan Burner kit for 12"" sets; Black Painted Steel.  With installed Manual Safety Pi...",482.00,241.00,248.23
CXF12-B-SPK3E-P,"Custom Embers Pan Burner kit for 12"" sets; Black Painted Steel.  With installed Manual Safety Pi...",482.00,241.00,248.23
CXF15-B-N,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  Match Lighted/Control Ready.  N...",247.00,123.50,127.21
CXF15-B-P,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  Control Ready.  Propane. 18"" Fr...",247.00,123.50,127.21
CXF15-B-RMC1E-N,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  With installed RMC1E Variable F...",926.00,463.00,476.89
CXF15-B-RMC1E-P,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  With installed RMC1E Variable F...",926.00,463.00,476.89
CXF15-B-RPK3-N,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  With installed RPK3 Remote Read...",749.00,374.50,385.74
CXF15-B-RPK3-P,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  With installed RPK3 Remote Read...",749.00,374.50,385.74
CXF15-B-RPK3E-N,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  With installed RPK3E Remote Rea...",712.00,356.00,366.68
CXF15-B-RPK3E-P,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  With installed RPK3E Remote Rea...",712.00,356.00,366.68
CXF15-B-SPK3E-N,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  With installed Manual Safety Pi...",509.00,254.50,262.14
CXF15-B-SPK3E-P,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  With installed Manual Safety Pi...",509.00,254.50,262.14
CXF15-B-VEI-N,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  Natural Gas.  Variable Remote E...",1333.00,666.50,686.50
CXF15-B-VEI-P,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  Propane.  Variable Remote Elect...",1333.00,666.50,686.50
CXF15-B-VMV-N,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  Natural Gas.  Remote Ready/Swit...",947.00,473.50,487.71
CXF15-B-VMV-P,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  Propane.  Remote Ready/Switch M...",947.00,473.50,487.71
CXF15-B-VSP-N,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  Natural Gas.  Manual Safety Pil...",712.00,356.00,366.68
CXF15-B-VSP-P,"Custom Embers Pan Burner kit for 15"" sets; Black Painted Steel.  Propane. Manual Safety Pilot Co...",712.00,356.00,366.68
CXF18-B-N,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel.  Match Lighted/Control Ready.  N...",273.00,136.50,140.60
CXF18-B-P,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel.  Control Ready.  Propane.  21"" F...",273.00,136.50,140.60
CXF18-B-RMC1E-N,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel.  With installed RMC1E Variable F...",953.00,476.50,490.80
CXF18-B-RMC1E-P,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel.  With installed RMC1E Variable F...",953.00,476.50,490.80
CXF18-B-RPK3-N,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel.  With installed RPK3 Remote Read...",776.00,388.00,399.64
CXF18-B-RPK3-P,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel.  With installed RPK3 Remote Read...",776.00,388.00,399.64
CXF18-B-RPK3E-N,"Custom Embers Pan Burner kit for 18""sets; Black Painted Steel.  With installed RPK3E Remote Read...",739.00,369.50,380.59
CXF18-B-RPK3E-P,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel.  With installed RPK3E Remote Rea...",739.00,369.50,380.59
CXF18-B-SPK1-N,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel. With installed Manual Safety Pil...",535.00,267.50,275.53
CXF18-B-SPK1-P,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel.  With installed Manual Safety Pi...",535.00,267.50,275.53
CXF18-B-SPK3E-N,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel. With installed Manual Safety Pil...",535.00,267.50,275.53
CXF18-B-SPK3E-P,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel.  With installed Manual Safety Pi...",535.00,267.50,275.53
CXF18-B-VEI-N,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel.  Natural Gas.  Variable Remote E...",1370.00,685.00,705.55
CXF18-B-VEI-P,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel.  Propane.  Variable Remote Elect...",1370.00,685.00,705.55
CXF18-B-VMV-N,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel.  Natural Gas.  Remote Ready/Swit...",990.00,495.00,509.85
CXF18-B-VMV-P,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel.  Propane.  Remote Ready/Switch M...",990.00,495.00,509.85
CXF18-B-VSP-N,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel.  Natural Gas.  Manual Safety Pil...",755.00,377.50,388.83
CXF18-B-VSP-P,"Custom Embers Pan Burner kit for 18"" sets; Black Painted Steel.  Propane.  Manual Safety Pilot C...",755.00,377.50,388.83
CXF21-B-N,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Black Painted Steel.  Match Lighted/Control R...",284.00,142.00,146.26
CXF21-B-P,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Black Painted Steel.  Control Ready.  Propane...",284.00,142.00,146.26
CXF21-B-RMC1E-N,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Black Painted Steel.  With installed RMC1E Va...",963.00,481.50,495.95
CXF21-B-RMC1E-P,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Black Painted Steel.  With installed RMC1E Va...",963.00,481.50,495.95
CXF21-B-RPK3-N,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Black Painted Steel.  With installed RPK3 Rem...",787.00,393.50,405.31
CXF21-B-RPK3-P,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Black Painted Steel.  With installed RPK3 Rem...",787.00,393.50,405.31
CXF21-B-RPK3E-N,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Black Painted Steel.  With installed RPK3E Re...",749.00,374.50,385.74
CXF21-B-RPK3E-P,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Black Painted Steel.  With installed RPK3E Re...",749.00,374.50,385.74
CXF21-B-SPK3E-N,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Black Painted Steel.  With installed Manual S...",546.00,273.00,281.19
CXF21-B-SPK3E-P,"Custom Embers Pan Burner kit for 20"" and 21"" sets; Black Painted Steel.  With installed Manual S...",546.00,273.00,281.19
CXF21-B-VEI-N,"Custom Embers Pan Burner kit for 21"" sets; Black Painted Steel.  Natural Gas.  Variable Remote E...",1402.00,701.00,722.03
CXF21-B-VEI-P,"Custom Embers Pan Burner kit for 21"" sets; Black Painted Steel.  Propane.  Variable Remote Elect...",1402.00,701.00,722.03
CXF21-B-VMV-N,"Custom Embers Pan Burner kit for 21"" sets; Black Painted Steel.  Natural Gas.  Remote Ready/Swit...",1017.00,508.50,523.76
CXF21-B-VMV-P,"Custom Embers Pan Burner kit for 21"" sets; Black Painted Steel.  Propane.  Remote Ready/Switch M...",1017.00,508.50,523.76
CXF21-B-VSP-N,"Custom Embers Pan Burner kit for 21"" sets; Black Painted Steel.  Natural Gas.  Manual Safety Pil...",782.00,391.00,402.73
CXF21-B-VSP-P,"Custom Embers Pan Burner kit for 21"" sets; Black Painted Steel.  Propane.  Manual Safety Pilot C...",782.00,391.00,402.73
CXF21X10D-B-VEI-N,**SPECIAL ORDER - Please allow up to two weeks to make**  Custom Embers Pan Burner kit. Overall ...,1926.00,963.00,991.89
CXF24-B-N,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  Match Lighted/Control Ready.  N...",300.00,150.00,154.50
CXF24-B-P,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  Control Ready.  Propane.  27"" F...",300.00,150.00,154.50
CXF24-B-RMC1E-N,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  With installed RMC1E Variable F...",980.00,490.00,504.70
CXF24-B-RMC1E-P,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  With installed RMC1E Variable F...",980.00,490.00,504.70
CXF24-B-RPK3-N,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  With installed RPK3 Remote Read...",803.00,401.50,413.55
CXF24-B-RPK3-P,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  With installed RPK3 Remote Read...",803.00,401.50,413.55
CXF24-B-RPK3E-N,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  With installed RPK3E Remote Rea...",766.00,383.00,394.49
CXF24-B-RPK3E-P,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  With installed RPK3E Remote Rea...",766.00,383.00,394.49
CXF24-B-SPK3E-N,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  With installed Manual Safety Pi...",562.00,281.00,289.43
CXF24-B-SPK3E-P,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  With installed Manual Safety Pi...",562.00,281.00,289.43
CXF24-B-VEI-N,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  Natural Gas.  Variable Remote E...",1429.00,714.50,735.94
CXF24-B-VEI-P,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  Propane.  Variable Remote Elect...",1429.00,714.50,735.94
CXF24-B-VMV-N,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  Natural Gas.  Remote Ready/Swit...",1049.00,524.50,540.24
CXF24-B-VMV-P,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  Propane.  Remote Ready/Switch M...",1049.00,524.50,540.24
CXF24-B-VSP-N,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  Natural Gas.  Manual Safety Pil...",814.00,407.00,419.21
CXF24-B-VSP-P,"Custom Embers Pan Burner kit for 24"" sets; Black Painted Steel.  Propane.  Manual Safety Pilot C...",814.00,407.00,419.21
CXF24X10-B-N,"**SPECIAL ORDER - Please allow 10 to 14 days to make**..10"" Depth Custom Embers Pan Burner kit; ...",514.00,257.00,264.71
CXF30-B-N,"Custom Embers Pan Burner kit for 30"" sets;Black Painted Steel.  Match Lighted/Control Ready.  Na...",359.00,179.50,184.89
CXF30-B-P,"Custom Embers Pan Burner kit for 30"" sets; Black Painted Steel.  Control Ready.  Propane. 33"" Fr...",359.00,179.50,184.89
CXF30-B-RMC1E-N,"Custom Embers Pan Burner kit for 30"" sets; Black Painted Steel.  With installed RMC1E Variable F...",1038.00,519.00,534.57
CXF30-B-RMC1E-P,"Custom Embers Pan Burner kit for 30"" sets; Black Painted Steel.  With installed RMC1E Variable F...",1038.00,519.00,534.57
CXF30-B-RPK3-N,"Custom Embers Pan Burner kit for 30"" sets; Black Painted Steel.  With installed RPK3 Remote Read...",862.00,431.00,443.93
CXF30-B-RPK3-P,"Custom Embers Pan Burner kit for 30"" sets; Black Painted Steel.  With installed RPK3 Remote Read...",862.00,431.00,443.93
CXF30-B-RPK3E-N,"Custom Embers Pan Burner kit for 30"" sets; Black Painted Steel.  With installed RPK3E Remote Rea...",824.00,412.00,424.36
CXF30-B-RPK3E-P,"Custom Embers Pan Burner kit for 30"" sets; Black Painted Steel.  With installed RPK3E Remote Rea...",824.00,412.00,424.36
CXF30-B-SPK3E-N,"Custom Embers Pan Burner kit for 30"" sets;Black Painted Steel.  With installed Manual Safety Pil...",621.00,310.50,319.82
CXF30-B-SPK3E-P,"Custom Embers Pan Burner kit for 30"" sets; Black Painted Steel.  With installed Manual Safety Pi...",621.00,310.50,319.82
CXF30-B-VEI-N,"Custom Embers Pan Burner kit for 30"" sets; Black Painted Steel.  Natural Gas.  Variable Remote E...",1525.00,762.50,785.38
CXF30-B-VEI-P,"Custom Embers Pan Burner kit for 30"" sets; Black Painted Steel.  Propane.  Variable Remote Elect...",1525.00,762.50,785.38
CXF30-B-VMV-N,"Custom Embers Pan Burner kit for 30"" sets; Black Painted Steel.  Natural Gas.  Remote Ready/Swit...",1140.00,570.00,587.10
CXF30-B-VMV-P,"Custom Embers Pan Burner kit for 30"" sets; Black Painted Steel.  Propane.  Remote Ready/Switch M...",1140.00,570.00,587.10
CXF30-B-VSP-N,"Custom Embers Pan Burner kit for 30"" sets; Black Painted Steel.  Natural Gas.  Manual Safety Pil...",905.00,452.50,466.08
CXF30-B-VSP-P,"Custom Embers Pan Burner kit for 30"" sets; Black Painted Steel.  Propane.  Manual Safety Pilot C...",905.00,452.50,466.08
CXF36-B-N,"Custom Embers Pan Burner kit for 36"" sets; Black Painted Steel.  Match Lighted/Control Ready.  N...",466.00,233.00,239.99
CXF36-B-P,"Custom Embers Pan Burner kit for 36"" sets; Black Painted Steel.  Control Ready.  Propane. 39"" Fr...",466.00,233.00,239.99
CXF36-B-RPK1-N,"Custom Embers Pan Burner kit for 36"" sets; Black Painted Steel.  With installed RPK1 Remote Read...",980.00,490.00,504.70
CXF36-B-RPK1-P,"Custom Embers Pan Burner kit for 36"" sets; Black Painted Steel.  With installed RPK3 Remote Read...",980.00,490.00,504.70
CXF42-B-N,"**SPECIAL ORDER - Please allow two weeks to make**..Custom Embers Pan Burner kit for 42"" sets; B...",659.00,329.50,339.39
CXF42-B-RPK1-P,"Custom Embers Pan Burner kit for 42"" sets; Black Painted Steel.  With installed RPK1 Remote Read...",1172.00,586.00,603.58
RF-CXF36x17x13.5-B-N,**SPECIAL ORDER - Please allow up to 14 days to manufacture**..Custom Embers Pan Burner kit for ...,803.00,401.50,413.55
RF-CXF48x18-B-N,**SPECIAL ORDER - Please allow up to 14 days to manufacture**..Custom Embers Pan Burner kit for ...,600.00,300.00,309.00
CXF12-S-N,"Custom Embers Pan Burner kit for 12"" sets; Stainless Steel.  Match Lighted/Control Ready.  Natur...",493.00,246.50,253.90
CXF12-S-P,"Custom Embers Pan Burner kit for 12"" sets; Stainless Steel.  Control Ready.  Propane. 15"" Front ...",493.00,246.50,253.90
CXF12-S-RMC1E-N,"Custom Embers Pan Burner kit for 12"" sets; Stainless Steel.  With installed RMC1E Variable Flame...",1109.00,554.50,571.14
CXF12-S-RMC1E-P,"Custom Embers Pan Burner kit for 12"" sets; Stainless Steel.  With installed RMC1E Variable Flame...",1109.00,554.50,571.14
CXF12-S-RPK3-N,"Custom Embers Pan Burner kit for 12"" sets; Stainless Steel.  With installed RPK3 Remote Ready/Sw...",996.00,498.00,512.94
CXF12-S-RPK3-P,"Custom Embers Pan Burner kit for 12"" sets; Stainless Steel.  With installed RPK3 Remote Ready/Sw...",996.00,498.00,512.94
CXF12-S-RPK3E-N,"Custom Embers Pan Burner kit for 12"" sets; Stainless Steel.  With installed RPK3E Remote Ready S...",958.00,479.00,493.37
CXF12-S-RPK3E-P,"Custom Embers Pan Burner kit for 12"" sets; Stainless Steel.  With installed RPK3E Remote Ready S...",958.00,479.00,493.37
CXF12-S-SPK3E-N,"Custom Embers Pan Burner kit for 12"" sets; Stainless Steel.  With installed Manual Safety Pilot ...",755.00,377.50,388.83
CXF12-S-SPK3E-P,"Custom Embers Pan Burner kit for 12"" sets; Stainless Steel.  With installed Manual Safety Pilot ...",755.00,377.50,388.83
CXF15-S-N,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  Match Lighted/Control Ready.  Natur...",557.00,278.50,286.86
CXF15-S-P,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  Control Ready.  Propane. 18"" Front ...",557.00,278.50,286.86
CXF15-S-RMC1E-N,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  With installed RMC1E Variable Flame...",1171.00,585.50,603.07
CXF15-S-RMC1E-P,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  With installed RMC1E Variable Flame...",1171.00,585.50,603.07
CXF15-S-RPK3-N,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  With installed RPK3 Remote Ready/Sw...",1060.00,530.00,545.90
CXF15-S-RPK3-P,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  With installed RPK3 Remote Ready/Sw...",1060.00,530.00,545.90
CXF15-S-RPK3E-N,"Custom Embers Pan Burner kit for 15"" sets; Stainless Steel.  With installed RPK3E Remote Ready S...",1022.00,511.00,526.33
